"Data Set","Data Set Version","Apollo","Contact","Contact institution","Release # and date","Build Number Introduced","Category","Data Set Name","dataset_id","Organism(s) (source or reference)","Publications","Release Policy","Short Attribution","Summary","Type","Genes"
"Transcriptomes during vegetative and sexual development stage","2017-12-31","Apollo","JinRong Xu","Purdue University","FungiDB rel. 38, 2018-JUL-05","38","RNASeq","ncraOR74A_Liu_VegetativeAndSexualDevelopment_ebi_rnaSeq_RSRC","DS_f2913d9eb1","<i>Neurospora crassa</i> OR74A<br>","28847945","N/A","Liu et al. 2017","Strand-specific RNA-Seq from various growth stages (hyphae and 3, 4, and 5 days post fertilization.","transcript_expression","N/A"
"Fluconazole Sensitivity of Wild-type vs cfo1 Mutant","2013-05-31_gus4","Apollo","Jeongmi Kim","Dept. of Biotechnology, Chung-Ang University","FungiDB rel. 3.0, 2014-MAY-08","21","RNASeq","cneoH99_Kim_AzoleDrugs_ebi_rnaSeq_RSRC","DS_f3165f5774","<i>Cryptococcus neoformans</i> var. grubii H99<br>","22975303","N/A","Kim et al. 2012","Transcriptome profiling of WT and cfo1 mutant grown with and without fluconazole.","transcript_expression","N/A"
"<i>Blastomyces gilchristii</i> SLH14081 Genome Sequence and Annotation","2016-06-02","Apollo","Christina Cuomo","The Broad Institute of Harvard and MIT, USA","FungiDB rel. 51, 2021-MAR-16","51","Genomes","bgilSLH14081_primary_genome_RSRC","DS_f370731c99","<i>Blastomyces gilchristii</i> SLH14081<br>","26439490","N/A","Christina Cuomo","Genome Sequence and Annotation for <i>Blastomyces gilchristii</i> SLH14081","genome","10148"
"<i>Apophysomyces variabilis</i> NCCPF 102052 Genome Sequence","2017-11-03","N/A","Arunaloke Chakrabarti","Department of Medical Microbiology, Postgraduate Institute of Medical Education and Research, Chandigarh, 160012, India","FungiDB rel. 55, 2021-DEC-02","55","Genomes","avarNCCPF102052_primary_genome_RSRC","DS_f3975acb19","<i>Apophysomyces variabilis</i> NCCPF 102052<br>","28923009","N/A","Arunaloke Chakrabarti","Genome Sequence of <i>Apophysomyces variabilis</i> NCCPF 102052","genome","N/A"
"Transcriptional Profiling of sulfur starvation response","2021-10-27","Apollo","Louise N. Glass","University of California, Berkeley","FungiDB rel. 57, 2022-APR-21","57","RNASeq","ncraOR74A_Ncrassa_sulfur_Huberman_2021_ebi_rnaSeq_RSRC","DS_f3c5e75a81","<i>Neurospora crassa</i> OR74A<br>","34523983","N/A","Huberman et al. 2021","Using RNA sequencing to perform a global survey of the <i>N. crassa</i> sulfur starvation response and the role of CYS-3 in regulating sulfur responsive genes.","transcript_expression","N/A"
"<i>Blumeria hordei</i> strain RACE1 Genome Sequence and Annotation","2018-09-14","Apollo","Ralph Panstruga","Institute for Biology I, Unit of Plant Molecular Cell Biology, RWTH Aachen University, Worringerweg 1, 52056 Aachen, Germany","FungiDB rel. 64, 2023-JUL-12","64","Genomes","bgrasphordeiiRACE1_primary_genome_RSRC","DS_f3fb38bd2c","<i>Blumeria hordei</i> strain RACE1<br>","29788921","N/A","Ralph Panstruga","Genome Sequence and Annotation of <i>Blumeria hordei</i> strain RACE1","genome","7150"
"<i>Albugo candida</i> 2VRR Genome Sequence and Annotation","2014-05-13","Apollo","Hossein Borhan","Agriculture and Agri-Food Canada, Saskatoon Research Centre","FungiDB rel. 3.2, 2015-JAN-14","23","Genomes","acan2VRR_primary_genome_RSRC","DS_f42de1f030","<i>Albugo candida</i> 2VRR<br>","21995639","N/A","Hossein Borhan","Genome sequence and annotation for <i>Albugo candida</i> 2VRR.","genome","15896"
"<i>Cordyceps militaris</i> ATCC 34164 Genome Sequence and Annotation","2017-11-30","Apollo","Justin R. Nodwell","Department of Biochemistry, University of Toronto, MaRS Centre, West Tower, 661 University Avenue, Toronto, Canada","FungiDB rel. 59, 2022-AUG-30","59","Genomes","cmilATCC34164_primary_genome_RSRC","DS_f453f876da","<i>Cordyceps militaris</i> ATCC 34164<br>","22112802, 29178836","N/A","Justin R. Nodwell","Genome Sequence and Annotation of <i>Cordyceps militaris</i> ATCC 34164","genome","9362"
"SNP calls on WGS of isolates collected by Wadsworth Center, New York State Department of Health","2023-01-04","Apollo","CDC","Centers for Disease Control and Prevention, USA","FungiDB rel. 67, 2024-FEB-21","67","Genetic variation","caurB8441_HTS_SNP_Cauris_Wadsworth_Center_NY_WGS_RSRC","DS_f49eb94e16","<i>Candida auris</i> strain B8441<br>","N/A","N/A","CDC, 2016","Candida auris SNP.","isolates","N/A"
"Genome-wide gene expression analysis of spores and mycelium","2014-02-28","Apollo","Chunzhao Zhao","Plant Research International, Wageningen, The Netherlands.","FungiDB rel. 45, 2019-SEP-05","45","RNASeq","fgraPH-1_Zhao_Spores_Mycelium_ebi_rnaSeq_RSRC","DS_f544aef4b1","<i>Fusarium graminearum</i> PH-1<br>","24625133","N/A","Zhao et al. 2014","Examination of gene expression in two developmental stages (spores and mycelium).","transcript_expression","N/A"
"Transcriptome of Neurospora discreta during sexual development","2014-12-12","Apollo","Jeffrey Townsend","School of Public Health, Yale University","FungiDB rel. 31, 2017-MAR-09","31","RNASeq","ndisFGSC8579_Lehr_Transcriptome_SexualDevelopment_rnaSeq_RSRC","DS_f595797fd2","<i>Neurospora discreta</i> FGSC 8579<br>","25329823","N/A","Lehr et al. 2014","Genome-wide transcriptomics of <i>Neurospora discreta</i> across eight stages of sexual development.","transcript_expression","N/A"
"Fusarium graminearum transcriptome during symptomless and symptomatic wheat infection","2017-08-01","Apollo","Neil A. Brown and Kim Hammond-Kosack","Rothamsted Research","FungiDB rel. 36, 2018-FEB-19","36","DNA Microarray Assay","fgraPH-1_microarrayExpression_wheat_symptomless_symptomatic_RSRC","DS_f5b8d4ff37","<i>Fusarium graminearum</i> PH-1<br>","28466509","N/A","Brown et al.","Fusarium head blight of wheat is one of the most serious and hazardous crop diseases worldwide. A genome‐wide transcriptomic investigation is used to examine the early phases of the <i>F. graminearum</i> – wheat head interaction, exploring both symptomless and symptomatic infections of wheat.","transcript_expression","N/A"
"sRNA profiling data of Botrytis cinerea infection on tomato plant leaves","2022-09-28","Apollo","Jan A. L. Van Kan","boratory of Phytopathology, Wageningen University, 6708 PB Wageningen, The Netherlands","FungiDB rel. 68, 2024-MAY-07","68","RNASeq","bcinB05-10_smallNcRna_veloso_sRNA_Bcinerea_2022_RSRC","DS_f5dab99c2a","<i>Botrytis cinerea</i> B05.10<br>","36168919","N/A","Veloso et al. 2022","Transcriptome profiling data of Botrytis cinerea infection on whole plant Solanum lycopersicum","transcript_expression","N/A"
"<i>Aspergillus niger</i> ATCC 1015 Genome Sequence and Annotation","2011-10-12","N/A","Igor V. Grigoriev","DOE Joint Genome Institute","FungiDB rel. 51, 2021-MAR-16","19","Genomes","anigATCC1015_primary_genome_RSRC","DS_f5f72ac794","<i>Aspergillus niger</i> ATCC 1015<br>","18490952, 21543515","N/A","Igor V. Grigoriev","Genome sequence and annotation for <i>Aspergillus niger</i> ATCC 1015.","genome","11910"
"<i>Coccidioides immitis</i> RMSCC 2394 Genome Sequence","2015-07-13","N/A","Daniel E. Neafsey","Harvard University & BROAD Institute, Cambridge, MA, USA","FungiDB rel. 51, 2021-MAR-16","26","Genomes","cimmRMSCC2394_primary_genome_RSRC","DS_f61c67cce6","<i>Coccidioides immitis</i> RMSCC 2394<br>","20516208","N/A","Daniel E. Neafsey","Genome sequence for <i>Coccidioides immitis</i> RMSCC 2394","genome","N/A"
"Transcriptomes of WT, nctA, and nctB mutants in response to itraconazole.","2020-01-22","Apollo","Michael Bromley","Manchester Fungal Infection Group, The University of Manchester, UK","FungiDB rel. 48, 2020-AUG-27","48","RNASeq","afumAf293_Furukawa_Itraconazole_Response_ebi_rnaSeq_RSRC","DS_f65ede9fbd","<i>Aspergillus fumigatus</i> Af293<br>","31969561","N/A","Furukawa et al. 2020","Transcriptomes of WT and &Delta;<i>nctA</i> and &Delta;<i>nctB</i>mutants grown with itraconazole","transcript_expression","N/A"
"Comparative transcriptomes of yeast hyphal forms in Histoplasma capsulatum H143","2015-07-06","N/A","Anita Sil","Department of Microbiology and Immunology, University of California, USA","FungiDB rel. 39, 2018-AUG-30","39","RNASeq","hcapH143_Gilmore_YeastAndHyphal_ebi_rnaSeq_RSRC","DS_f6678a1a41","<i>Histoplasma capsulatum</i> H143<br>","26177267","N/A","Gilmore et al. 2015","Analysis of yeast and hyphal transcript expression patterns in <i>Histoplasma capsulatum</i> grown at 37&#176;C and room temperature (RT), respectively.","transcript_expression","N/A"
"<i>Cryptococcus neoformans</i> var. grubii KN99 Genome Sequence and Annotation","2018-11-08","N/A","Michael Brent","Washington University in Saint Louis","FungiDB rel. 51, 2021-MAR-16","37","Genomes","cneoKN99_primary_genome_RSRC","DS_f670f03393","<i>Cryptococcus neoformans</i> var. grubii KN99<br>","29305388","N/A","Michael Brent","<i>Cryptococcus neoformans</i> var. grubii KN99 Genome Sequence and Annotation","genome","6967"
"<i>Fusarium vanettenii</i> 77-13-4 Genome Sequence and Annotation","2016-07-24","Apollo","Hans D. Vanetten","Department of Plant Sciences, University of Arizona, Tucson, Arizona, United States of America","FungiDB rel. 61, 2022-DEC-15","61","Genomes","fvan77134_primary_genome_RSRC","DS_f6bf2f9a44","<i>Fusarium vanettenii</i> 77-13-4<br>","19714214","N/A","Hans D. Vanetten","Genome Sequence and Annotation of <i>Fusarium vanettenii</i> 77-13-4","genome","15708"
"Gene expression in WT, hrmA deletion, hrmA OE, hrmA_REV, EVOL under hypoxia and normoxia conditions","2019-12-04","Apollo","Robert Cramer","Department of Microbiology and Immunology, The Geisel School of Medicine at Dartmouth","FungiDB rel. 55, 2021-DEC-02","55","RNASeq","afumAf293_AfumAf293_Cramer_2019_ebi_rnaSeq_RSRC","DS_f6dd8e44a3","<i>Aspergillus fumigatus</i> Af293<br>","31548684","N/A","Kowalski et al. 2019","Gene expression differences in <i>Aspergillus fumigatus</i> wild type, hrmA mutant, and overexpression under hypoxia and normoxia conditions.","transcript_expression","N/A"
"SNP calls on Aspergillus fumigatus environmental isolates from Southeast USA","2021-07-01","Apollo","Michelle Momany","University of Georgia","FungiDB rel. 60, 2022-NOV-09","60","Genetic variation","afumAf293_HTS_SNP_AfumGA_PRJNA742769_RSRC","DS_f72ff9e9e7","<i>Aspergillus fumigatus</i> Af293<br>","34897421","N/A","Kang et al. 2022","Aspergillus fumigatus WGS of environmental isolates from agricultural settings in Southeast USA. Strains were screened for azole resistance as part of a survey to identify isolates with azole resistance originating from agricultural settings.","isolates","N/A"
"<i>Hyaloperonospora arabidopsidis</i> Emoy2 Genome Sequence and Annotation","2016-03-02","Apollo","John Mc. Dowell","Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","FungiDB rel. 51, 2021-MAR-16","21","Genomes","haraEmoy2_primary_genome_RSRC","DS_f7c82f8c8b","<i>Hyaloperonospora arabidopsidis</i> Emoy2<br>","21148394","N/A","Baxter et al. 2010","Genome sequence and annotation for <i>Hyaloperonospora arabidopsidis</i> Emoy2.","genome","14267"
"<i>Coccidioides posadasii</i> str. Silveira Genome Sequence and Annotation","2015-03-13","Apollo","Daniel E. Neafsey","Harvard University & BROAD Institute, Cambridge, MA, USA","FungiDB rel. 51, 2021-MAR-16","26","Genomes","cposSilveira_primary_genome_RSRC","DS_f8779ce099","<i>Coccidioides posadasii</i> str. Silveira<br>","N/A","N/A","Daniel E. Neafsey","Genome sequence and annotation for <i>Coccidioides posadasii</i> str. Silveira","genome","10379"
"Transcriptional regulation by the Velvet complex during asexual development in Neurospora crassa","2022-08-30","Apollo","Luis M. Corrochano","Department of Genetics, University of Seville, Avenida Reina Mercedes s/n, 41012 Seville, Spain","FungiDB rel. 64, 2023-JUL-12","64","RNASeq","ncraOR74A_Cea-Sanchez_Ncrassa_2022_ebi_rnaSeq_RSRC","DS_f95c45420d","<i>Neurospora crassa</i> OR74A<br>","35913159","N/A","Cea-Sánchez et al. 2022","RNAseq analysis to examine the regulatory role of VE-1 in gene expression during different stages of growth and light conditions","transcript_expression","N/A"
"Total RNA profiles of cells grown in glucose or GlcNAc medium","2015-10-15","Apollo","Guanghua Huang","State Key Laboratory of Mycology, Institute of Microbiology, Chinese Academy of Sciences","FungiDB rel. 51, 2021-MAR-16","51","RNASeq","ctroMYA3404_Zhang_Filament_Ctropicalis_ebi_rnaSeq_RSRC","DS_f9aae660d7","<i>Candida tropicalis</i> MYA-3404<br>","26466925","N/A","Zhang et al. 2016","Transcriptomic changes occurring during yeast-filament transition in the pathogen fungus.","transcript_expression","N/A"
"SNP calls on WGS of Aspergillus fumigatus strains collected in Spain","2018-08-08","Apollo","Emilia Mellado","Mycology Reference Laboratory, National Centre for Microbiology, Instituto de Salud Carlos III (ISCIII)","FungiDB rel. 57, 2022-APR-21","57","Genetic variation","afumAf293_HTS_SNP_AfumSpain_PRJNA477519_RSRC","DS_f9dd9912d5","<i>Aspergillus fumigatus</i> Af293<br>","30029559","N/A","Garcia-Rubio et al. 2018","Genome-wide comparative analysis of Aspergillus fumigatus strains","isolates","N/A"
"Transcriptome analysis of conidium germination of Aspergillus fumigatus in different growth conditions","2021-01-06","Apollo","Jean-Paul Latgé","Unité des Aspergillus, Institut Pasteur","FungiDB rel. 58, 2022-JUN-23","58","RNASeq","afumAf293_Afum_Danion_2021_ebi_rnaSeq_RSRC","DS_faa5674b55","<i>Aspergillus fumigatus</i> Af293<br>","33419224","N/A","Danion et al. 2021","Gene expression level of Aspergillus fumigatus CEA17_ΔakuBKU80 during germination in two different medium","transcript_expression","N/A"
"SNP calls on WGS of six clinical isolates of A. lentulus","2020-05-12","Apollo","Gustavo H. Goldman","Departamento de Ciências Farmacêuticas, Universidade de São Paulo","FungiDB rel. 52, 2021-MAY-20","52","Genetic variation","alenIFM54703_HTS_SNP_Santos_Alentulus_IFM_RSRC","DS_fb0ad203b2","<i>Aspergillus lentulus</i> strain IFM 54703<br>","32477406","N/A","dos Santos et al. 2020","<i>Aspergillus lentulus</i> IFM54703 is a causative agent of aspergillosis. Six clinical isolates were sequenced.","isolates","N/A"
"Y2H Interaction","2012-01-10","N/A","Saccharomyces Genome Database (SGD)","Stanford University","FungiDB rel. 1.0, 2005-JAN-01","0","Y2H interactions","scerS288c_interaction_SGD_RSRC","DS_fb2c349bad","<i>Saccharomyces cerevisiae</i> S288C<br>","N/A","N/A","Saccharomyces Genome Database (SGD)","Yeast two-hybrid interaction data.","interaction","N/A"
"<i>Cladophialophora yegresii</i> CBS 114405 Genome Sequence and Annotation","2014-03-05","Apollo","The Broad Institute of MIT and Harvard","The Broad Institute of MIT and Harvard","FungiDB rel. 62, 2023-MAR-09","62","Genomes","cyegCBS114405_primary_genome_RSRC","DS_fb78585c20","<i>Cladophialophora yegresii</i> CBS 114405<br>","28348446","N/A","The Broad Institute of MIT and Harvard","Genome Sequence and Annotation of <i>Cladophialophora yegresii</i> CBS 114405","genome","10118"
"Gene Ontology","2021-11-16","N/A","GO Consortium","N/A","FungiDB rel. 1.0, 01-JAN-05","0","Ontology","GO_RSRC","DS_fba620f00d","<br>","10802651","N/A","GO Consortium","GO annotations from The GO Consortium","function","N/A"
"SNP calls on WGS of Candida auris identified in Canada, 2012-2019","2020-12-18","Apollo","Public Health Agency of Canada","Public Health Agency of Canada","FungiDB rel. 62, 2023-MAR-09","62","Genetic variation","caurB8441_HTS_SNP_Cauris_Canada_PRJNA596434_RSRC","DS_fc8cffedb5","<i>Candida auris</i> strain B8441<br>","34910140","N/A","Luca et al. 2022","WGS of Candida auris isolated in Canada","isolates","N/A"
"Antifungal Benzimidazole Derivative Response","2011-07-15_gus4","Apollo","Steffen Rupp","Fraunhofer Institute for Interfacial Engineering and Biotechnology","FungiDB rel. 3.1, 2014-SEP-10","22","DNA Microarray Assay","calbSC5314_microarrayExpression_benzimidazole_derivative_GSE21622_RSRC","DS_fe63fc153d","<i>Candida albicans</i> SC5314<br>","N/A","N/A","Steffen Rupp","Benzimidazol-2-yl-alkylamine derivative showed the highest antifungal activity and best compatibility with human cells against a number of different yeasts and clinical isolates. The statistical analysis of the data revealed significant differences between the treated <i>C. albicans</i> SC5314 culture and the untreated reference culture. Several genes had changed transcript levels in response to antifungal derivatives.<br><br>
      3 biological replicates were performed in total. All experiments were performed as dye swaps, for a total of 6 hybridized arrays. Hybridization experiments included an untreated reference sample and a sample of cells treated with ((1S)-1-[1-(3-chlorobenzyl)-1H-benzimidazol-2-yl]-2-methylpropyl-amine) (EMC120B12). The array included one technical replicate of each probe.","transcript_expression","N/A"
"<i>Cyphellophora europaea</i> CBS 101466 Genome Sequence and Annotation","2015-03-21","Apollo","G. S. (Sybren) de Hoog","Westerdijk Fungal Biodiversity Institute, Utrecht, The Netherlands","FungiDB rel. 51, 2021-MAR-16","46","Genomes","ceurCBS101466_primary_genome_RSRC","DS_ff0eea2c3e","<i>Cyphellophora europaea</i> CBS 101466<br>","28187150","N/A","G. S. (Sybren) de Hoog","Genome sequence and annotation for <i>Cyphellophora europaea</i> CBS 101466.","genome","11153"
"Genomic Context of Azole-Resistance Mutations in Aspergillus fumigatus","2015-04-24","Apollo","Matthew Fisher","Imperial College London","FungiDB rel. 38, 2018-JUL-05","38","Genetic variation","afumAf293_HTS_SNP_Azole-Resistance_Mutations_RSRC","DS_ffae05ef2c","<i>Aspergillus fumigatus</i> Af293<br>","26037120","N/A","Matthew Fisher","Whole-genome sequencing (WGS) was performed for high-resolution single-nucleotide polymorphism (SNP) analysis of 24 <i>A. fumigatus</i> isolates (azole-resistant and susceptible strains).","isolates","N/A"
"<i>Hanseniaspora guilliermondii</i> strain UTAD222 Genome Sequence and Annotation","2017-02-02","Apollo","Nuno Mira","Department of Bioengineering, Institute of Bioengineering and Biosciences, Lisbon, Portugal","FungiDB rel. 52, 2021-MAY-20","52","Genomes","hguiUTAD222_primary_genome_RSRC","DS_ffbe968d03","<i>Hanseniaspora guilliermondii</i> strain UTAD222<br>","30462193","N/A","Nuno Mira","Genome Sequence and Annotation of <i>Hanseniaspora guilliermondii</i> strain UTAD222","genome","4152"
