Data Set,Data Set Version,Apollo,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Short Attribution,Summary,Type,Genes,,,,
Brain dissected at three time points with different types of meals,9/7/2021,Apollo,Rajnikant Dixit,National Institute of Malaria Research,"VectorBase rel. 55, 2021-DEC-02",55,RNASeq,aculA-37_Das_De_brain_2021_ebi_rnaSeq_RSRC,DS_e3d414191c,<i>Anopheles culicifacies</i> A-37<br>,N/A,"Das De et al 2020, unpublished","Total RNA was extracted from the collected brain tissues (approximately 30 mosquitoes were pooled to form one single sample): naïve, 30min, and 30h post blood meal (PBM).",transcript_expression,N/A,,,,
An. gambiae small RNA 48h post P. berghei infection,Jan-20,Apollo,Institut Pasteur,Institut Pasteur,"VectorBase rel. 47, 2020-APR-07",47,RNASeq,agamPEST_ERP013026_ebi_rnaSeq_RSRC,DS_e3dcdf960a,<i>Anopheles gambiae</i> PEST<br>,N/A,Institut Pasteur,"The A. gambiae s.s. Ngousso colony was originally initiated with mosquitoes collected in Yaounde, Cameroon in January 2006 (Harris et al., 2010), and belongs to the M molecular and Forest chromosomal forms. The strain was reared in the insectary of the Pasteur Institute CEnter for Production and Infections of Anopheles (Platform CEPIA, Institut Pasteur, France) under standard rearing conditions at 26 C and 80% relative humidity, under a 12 h light/dark cycle as previously described (Harris et al., 2010). Mosquitoes were fed on mice infected with a clone of P. berghei strain pbANKA, expressing GFP under the hsp70 promoter at 5-10% parasitemia with mature gametocytes, gametocyte maturity was tested by exflagellation of microgametes. Mosquitoes were maintained at 21 C and 80% relative humidity on 10% sucrose. Pools of 30 An. gambiae Ngousso mosquito midguts 48h after P. berghei infected or control feeding were homogenized in TRIzol (Ambion). Total RNA was extracted by following standard manufacturer instructions. Small-RNA librairies were prepared from the small RNA fraction using TruSeq Small RNA Library reagents (Illumina). Libraries were sequenced in two technical replicates (using different depths) using the Illumina Hiseq 2500 in a multiplexed 51 +7 bases single read using a TruSeq SR cluster kit v3 cBot HS, and a TruSeq SBS kit v3 HS 50 cycles (Illumina). Primary analysis of the sequences was performed with Casava software (v1.8 Illumina). Library preparation and sequencing was performed by the Institut Pasteur Transcriptomics and Epigenomics core facility.",transcript_expression,N/A,,,,
"Maryland Dept. of Agriculture mosquito surveillance, Maryland, USA, 2010",5/3/2021,N/A,Stephen Panossian,Maryland Department of Agriculture Mosquito Control Section,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000756_RSRC,DS_e4383530f1,<br>,N/A,Stephen Panossian,Maryland Dept. of Agriculture weekly mosquito population surveillance performed using various traps in 2010. (MapVEu VBP0000756),population_biology,N/A,,,,
"Mosquito surveillance, Ada County Weed, Pest, and Mosquito, in Idaho, USA, 2017",6/25/2020,N/A,Desireé Keeney,"Ada County Weed, Pest, and Mosquito","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000653_RSRC,DS_e44f4bfb59,<br>,N/A,Desireé Keeney,"Mosquito collections from Ada County Weed, Pest, and Mosquito have been made in various locations in Ada County, Idaho, USA, using EVS (Encephalitis Vector Survey) traps. (MapVEu VBP0000653)",population_biology,N/A,,,,
miRNome: Blood feeding and Plasmodium vinckei petteri 279 BY infection,5/27/2014,Apollo,Raj K. Bhatnagar,International Centre for Genetic Engineering and Biotechnology,"VectorBase rel. 67, 2024-FEB-21",67,RNASeq,asteIndian2020_ERP004232_ebi_rnaSeq_RSRC,DS_e45518ae7e,<i>Anopheles stephensi</i> UCISS2018<br>,24866389,Jain et al 2014,"Sugar fed adult female <i>An. stephensi</i>  mosquitoes 5–6 days old (SF) were collected as control sample. Blood fed (BF 42 h and BF 5d) and parasite (<I>Plasmodium vinckei petteri 279 BY </i>) infected mosquitoes (iBF 42 h and iBF 5d) were collected at two time points, at 42 hours and five days post blood feeding.",transcript_expression,N/A,,,,
"Mosquito abundance, Rhode Island Department of Environmental Management, in Rhode Island, USA, 2019",2022,N/A,Alan,Rhode Island Department of Environmental Management,"VectorBase rel. 60, 2022-NOV-09",60,N/A,ISATab_VBP0000817_RSRC,DS_e4a20a8be8,<br>,N/A,Alan,"Mosquito abundance in Mosquito abundance, Rhode Island Department of Environmental Management, in Rhode Island, USA, 2020",population_biology,N/A,,,,
The Current Insecticide Resistance in Main Malaria Vector Anopheles arabiensis in Yemen,10/15/2020,N/A,Zalalham Al-Koleeby,"Plant and Microbial Biotechnology, Biodiversity and the Environment, Faculty of Science, Agdal University, Rabat, Morocco","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000694_RSRC,DS_e4b0ad658b,<br>,32292485,Zalalham Al-Koleeby,"This study reports the results of studies conducted to monitor the insecticide resistance of the main malaria vector, Anopheles arabiensis, to the insecticides currently used in the vector control in four different locations. (MapVEu VBP0000694)",population_biology,N/A,,,,
Annotation produced by  Ensembl gene build,build_68,N/A,Mara Lawniczak,"Wellcome Sanger Institute, Wellcome Genome Campus, Hinxton, Cambridgeshire, UK","VectorBase rel. 68, 2024-MAY-07",68,"Sequence sites, features and motifs",agamIfakara_GCAv1_to_GCFv2_GFF_RSRC,DS_e4d4efdd9b,<i>Anopheles gambiae</i> Ifakara<br>,N/A,Mara Lawniczak,Gene models of A. gambiae Ifakara v1 to v2,feature,N/A,,,,
"State-wide mosquito surveillance in Iowa, USA. 2013-2014",10/6/2017,N/A,Unidentified,N/A,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000194_RSRC,DS_e4ddbd9944,<br>,"18714883, 25102595, 31036953",Unidentified,"As a pilot for data integration between Iowa State University and VectorBase, two years (2013 and 2014) of mosquito surveillance data have been processed and imported into the Population Biology resource.  The collections have been made in various locations in Iowa, USA, using New Jersey Light Traps and CDC light and gravid traps.  Where zeroes count samples have not been explicitly provided to VectorBase, they have been created in the database for all cases where a species has not been collected at a particular time and location, but where that species has been collected using the same trap type elsewhere during this surveillance effort. (MapVEu VBP0000194)",population_biology,N/A,,,,
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 2014",6/18/2019,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement District,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000476_RSRC,DS_e4e2e2062a,<br>,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement 2014. (MapVEu VBP0000476),population_biology,N/A,,,,
Malaria control in a tribal area of Central India using existing tools,3/27/2018,N/A,Neeru Singh,"ICMR – National Institute for Research in Tribal Health, Nagpur Road Garha, Jabalpur, 482003, Madhya, Pradesh, India","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000238_RSRC,DS_e53ab57d5e,<br>,29247618,Neeru Singh,"Malaria is difficult to control in central India because of geographical terrain, efficient vectors, and perennial transmission of Plasmodium falciparum and socio-cultural practices of ethnic tribes. The objective was to develop a model to prevent and control malaria in hard to reach areas using existing tools. Baigachak situated in Dindori district was undertaken for this study. Intervention measures used are IRS, LLINs, prompt diagnosis and treatment along with intensive Information, Education and Communication involving school children as agent of change. Door to door rapid fever surveys were carried out in the study area from 2009-14 and finger prick blood smears were made from all fever cases and examined under microscope. Mosquitoes were assayed for the presence of sporozoites by ELISA technique and sibling species by PCR. (MapVEu VBP0000238)",population_biology,N/A,,,,
"Mosquito surveillance in Desplaines Valley Mosquito Abatement, Illinois, USA, 2004",7/25/2019,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement District,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000516_RSRC,DS_e5413fcf0e,<br>,N/A,Mark Tomek,Desplaines Valley Mosquito Abatement 2004. (MapVEu VBP0000516),population_biology,N/A,,,,
Molecular characterization of pyrethroid knockdown resistance (kdr) in the major malaria vector Anopheles gambiae s.s.,10/15/2014,N/A,D Martinez-Torres,N/A,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000101_RSRC,DS_e5d8150b00,<br>,9535162,D Martinez-Torres,Insecticide resistance study imported from IRBase. (MapVEu VBP0000101),population_biology,N/A,,,,
"Developmental time course, reproductive tissue, and blood feeding",Jan-20,N/A,Andrew Hall,"Virginia Polytechnic Institute and State University, Blacksburg, VA, USA","VectorBase rel. 47, 2020-APR-07",47,RNASeq,asteSDA-500_SRP013839_ebi_rnaSeq_RSRC,DS_e639f19429,<i>Anopheles stephensi</i> SDA-500<br>,25244985,Jiang et al 2014,"RNA-seq from 11 samples including: 0 to 1, 2 to 4, 4 to 8, and 8 to 12 h embryos, larva, pupa, adult males, adult females, non-blood-fed ovaries, blood-fed ovaries, and female carcasses without ovaries.",transcript_expression,N/A,,,,
"Field-caught Permethrin-Resistant Anopheles Gambiae Overexpress CYP6P3, a P450 That Metabolises Pyrethroids",5/3/2014,Apollo,Pie Müller,Liverpool School of Tropical Medicine,"VectorBase rel. 48, 2020-AUG-27",48,DNA Microarray Assay,agamPEST_microarrayExpression_E-MTAB-52_permethrin_resistant_strain_RSRC,DS_e669a348c4,<i>Anopheles gambiae</i> PEST<br>,19043575,Müller et al.,"Mosquitoes from a highly resistant, wild Anopheles gambiae population from Ghana were bred and selected for permethrin resistance and compared to unselected individuals using a small custom \detox chip\"".""",transcript_expression,N/A,,,,
<i>Anopheles stephensi</i> SDA-500 Genome Sequence and Annotation,AsteS1,N/A,Daniel E. Neafsey,"Harvard University & BROAD Institute, Cambridge, MA, USA","VectorBase rel. 49, 2020-NOV-05",47,Genomes,asteSDA-500_primary_genome_RSRC,DS_e6b0a3ff10,<i>Anopheles stephensi</i> SDA-500<br>,SDA-500,Daniel E. Neafsey,Genome Sequence and Annotation for <i>Anopheles stephensi</i> SDA-500,genome,13611,,,,
Generic RNAseq (part of a study with +8 mosquito species),Jan-20,N/A,Chris Todd Hittinger,"Department of Biochemistry and Molecular Genetics, University of Colorado Denver Health Sciences Center.","VectorBase rel. 47, 2020-APR-07",47,RNASeq,asteIndian_SRP001532_ebi_rnaSeq_RSRC,DS_e6eb0495ac,<i>Anopheles stephensi</i> Indian<br>,20080632,Hittinger et al 2010,"Eggs from all 10 species were obtained through the Malaria Research and Reference Reagent Resource Center (http://www.mr4.org/), 36-bp Solexa (one biological replicate).",transcript_expression,N/A,,,,
"Marion County Public Health Department data in Marion county, Indiana, 2018.",10/13/2018,N/A,Sinsko Matthew,Marion County Health Deparment,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000340_RSRC,DS_e70b4a6191,<br>,N/A,Sinsko Matthew,"2018 mosquito data from Marion county, Indiana, collected by the Marion County Public Health Department. (MapVEu VBP0000340)",population_biology,N/A,,,,
UC Davis/UCLA population dataset,6/14/2013,N/A,Gregory C Lanzaro,UC Davis,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000005_RSRC,DS_e753c85d29,<br>,N/A,Gregory C Lanzaro,Population genomic data from collections made by the UC Davis Vector Genetic Laboratory and UCLA Malaria Research Group between 1991 and 2014. The dataset was updated in VectorBase in 2017. (MapVEu VBP0000005),population_biology,N/A,,,,
Anopheles bionomics in a malaria endemic area of southern Thailand,8/27/2021,N/A,Kevin Kobylinski,"Department of Entomology, Armed Forces Research Institute of Medical Sciences, Ratchathewi, Bangkok, Thailand","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000777_RSRC,DS_e79eae0d98,<br>,N/A,Kevin Kobylinski,"This study was performed to characterize the bionomics of Anopheles in Surat Thani province, Thailand. (MapVEu VBP0000777)",population_biology,N/A,,,,
"Transcriptome of olfactory tissues (antennae, maxillary palp, proboscis and labium), dissected at three time points with different types of meals",5/23/2018,Apollo,Rajnikant Dixit,National Institute of Malaria Research,"VectorBase rel. 55, 2021-DEC-02",55,RNASeq,aculA-37_Das_De_female_mosquito_olfactory_tissues_2018_ebi_rnaSeq_RSRC,DS_e7a7a0d646,<i>Anopheles culicifacies</i> A-37<br>,29875685,Das De et al 2018,"Female mosquito An. culicifacies A. Olfactory tissues combined to make a single pool for each time point: 1-2 day old naive sugar feed, 5-6 day old 30 min blood feed, 5-6 day old 30 hrs blood feed.",transcript_expression,N/A,,,,
"Presence of susceptible wild strains of Anopheles gambiae in a large industrial palm farm located in Aboisso, South-Eastern of C&#244;te d&#8217;Ivoire",6/19/2017,N/A,Benjamin G. Koudou,"Laboratoire de biologie et cytologie animale, Université Nangui Abrogoua Centre Suisse de Recherches Scientifiques","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000183_RSRC,DS_e7aadcd94e,<br>,N/A,Benjamin G. Koudou,"In the South-Eastern region of C&#244;te d&#8217;Ivoire, where palm oil plantations remain the predominant agricultural crop, the susceptibility of wild Anopheles gambiae sensu lato species is still unknown and thus requires a particular attention. The current study was carried out to address the gap by in-depth characterization of susceptibility level of An. gambiae mosquitoes from Ehania-V1 to WHO-recommended doses of six insecticides belonging to available classes and also to screen a subset for target site mutations and possible inhibition of P450 enzymes. (MapVEu VBP0000183)",population_biology,N/A,,,,
Sialotranscriptome: Female adult fed 10% glucose for salivary gland dissection,5/17/2016,Apollo,Fang jie,Chongqing Normal University,"VectorBase rel. 68, 2024-MAY-07",68,RNASeq,asinChina_SRP075260_ebi_rnaSeq_RSRC,DS_e7d067e894,<i>Anopheles sinensis</i> China<br>,27996203,Fang et al 2018,Female adult mosquitoes were fed with 10% glucose solution and collected at 3–5 days post-emergence for salivary gland dissection. A total of 180 salivary glands were collected (one biological sample).,transcript_expression,N/A,,,,
<i>Anopheles sinensis</i> China Genome Sequence and Annotation,AsinC2,Apollo,Bo Shen,"Department of Pathogen Biology, Nanjing Medical University","VectorBase rel. 68, 2024-MAY-07",47,Genomes,asinChina_primary_genome_RSRC,DS_e7fe24aea7,<i>Anopheles sinensis</i> China<br>,24438588,Bo Shen,Genome Sequence and Annotation for <i>Anopheles sinensis</i> China,genome,19694,,,,
Analysis of the insecticide resistance mechanism in Anopheles culicifacies sensu lato from a malaria-endemic state in India,2021,N/A,Praveen K Bharti,"Division of Vector Borne Diseases, ICMR-National Institute of Research in Tribal Health, Jabalpur, 482003, Madhya Pradesh, India","VectorBase rel. 56, 2022-FEB-15",56,N/A,ISATab_VBP0000788_RSRC,DS_e82b8f877d,<br>,34423836,Praveen K Bharti,A. culicifacies mosquitoes were collected and the voltage-gated sodium channel (VGSC) gene was amplified and sequenced to analyse the knockdown resistance (kdr) mutations.,population_biology,N/A,,,,
"New distribution record of Anopheles rivulorum-like from Sadiola, Mali, with notes on malaria vector insecticide resistance",11/10/2020,N/A,Maureen Coetzee,"Wits Research Institute for Malaria, School of Pathology, Faculty of Health Sciences, University of the Witwatersrand, Johannesburg, South Africa","VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000712_RSRC,DS_e83b6c007a,<br>,N/A,Maureen Coetzee,Adult mosquitoes were collected resting on walls inside houses and on verandas. Insecticide susceptibility assays were carried out and mosquitoes subsequently identified by species using molecular assays. (MapVEu VBP0000712),population_biology,N/A,,,,
Transcriptome of Anopheles dirus infected with P.berghei,Jan-20,Apollo,Ranganath Gudimella,Sengenics sdn bhd,"VectorBase rel. 47, 2020-APR-07",47,RNASeq,adirWRAIR2_SRP115504_ebi_rnaSeq_RSRC,DS_e8a8e9de11,<i>Anopheles dirus</i> WRAIR2<br>,N/A,Ranganath Gudimella,Transcriptome of Anopheles dirus infected with Plasmodium berghei ANKA with two time points 24h and 48h.,transcript_expression,N/A,,,,
"Habitat productivity and pyrethroid susceptibility status of Aedes aegypti mosquitoes in Dar es Salaam, Tanzania",10/14/2017,N/A,Eliningaya Kweka,N/A,"VectorBase rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000198_RSRC,DS_e8c36109b0,<br>,N/A,Eliningaya Kweka,"An entomological assessment was conducted between January and July 2015 in six randomly selecte wards in Dar es Salaam, Tanzania. Habitat productivity was determined by the number of female adult A. aegypti mosquitoes emerged per square metre. The susceptibility status of adult A. aegypti females after exposure to 0.05% deltamethrin, 0.75% permethrin and 0.05% lambda-cyhalothrin was evaluated using the standard WHO protocols. Mortality rates were recorded after 24 h exposure and the knockdown effect was recorded at the time points of 10, 15, 20, 30, 40, 50 and 60 min to calculate the median knockdown times (KDT50 and KDT95). (MapVEu VBP0000198)",population_biology,N/A,,,,
