Data Set,Data Set Version,Contact,Contact institution,Release # and date,Build Number Introduced,Category,Data Set Name,dataset_id,Organism(s) (source or reference),Publications,Short Attribution,Summary,Type,VEuPathDB Project,Genes,,,,
S. cerevisiae transcriptomes in hypoxia and normoxia conditions,7/29/2019,Alexandre Alanio,"Institut Pasteur, CNRS, Molecular Mycology Unit","VEuPathDB rel. 53, 2021-JUL-21",53,RNASeq,scerS288c_Hommel_Hypoxia_Normoxia_ebi_rnaSeq_RSRC,DS_ccab256dfb,<i>Saccharomyces cerevisiae</i> S288C<br>,"31356623, 31527911",Hommel et al. 2019,"Yeast transcriptomes in hypoxia and normoxia, stationary and logarithmic phase.",transcript_expression,FungiDB,N/A,,,,
Promastigote transcriptome for Porcisia deanei TCC258,3/20/2021,Vyacheslav Yurchenko,"Life Science Research Center, Department of Biology and Ecology, Faculty of Science, University of Ostrava","VEuPathDB rel. 57, 2022-APR-21",57,RNASeq,pherMCOEPA1965C119_pherMCOE_PA_1965_C119_promastogote_RNASeq_Albanaz_ebi_rnaSeq_RSRC,DS_ccbeba16ed,<i>Porcisia hertigi</i> MCOE/PA/1965/C119<br>,33804709,Albanaz et al. 2021,RNA Seq transcriptome of promastigote stage from <i>Porcisia deanei</i> TCC258,transcript_expression,TriTrypDB,N/A,,,,
Sand Fly Genome Project - Lutzomyia,7/22/2019,Mary Ann McDowell,University of Notre Dame,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000505_RSRC,DS_ccbf3bceb5,<br>,N/A,Mary Ann McDowell,"The genomes of two different phlebotomine sand flies, P. papatasi and Lu. longipalpis, that exhibit distinct distributions, behavior, and pathogen specificity were sequenced and assembled.  P. papatasi is a restrictive vector, transmitting only Le. major parasites and is widely distributed in the Old World.  Lu. longipalpis is distributed  throughout Central and South America and although considered a permissive vector in laboratory conditions, only transmits Le. infantum naturally.  The population structure of P. papatasi collected over a large geographical range in the Middle East and North Africa and Lu. longipalis incipient species from Brazil was also assessed. (MapVEu VBP0000505)",population_biology, ,N/A,,,,
Metacyclic Stage Proteome,7/17/2009,Marc Ouellette,Laval University,"EuPathDB rel. 1.0, 01-JAN-05",0,Protein expression,linfJPCM5_massSpec_OuelletteM_RSRC,DS_ccdab23cd9,<i>Leishmania infantum</i> JPCM5<br>,N/A,"Ouellette, et al. unpublished",Proteomic analysis of <i>L. infantum</i> metacyclic stage (pH5-6).,protein_expression,TriTrypDB,N/A,,,,
"First report of the East African kdr mutation in an Anopheles
gambiae mosquito in C&#244;te d&#8217;Ivoire",8/14/2017,Mouhamadou Chouaïbou,"Centre Suisse de Recherches Scientifiques en Côte d’Ivoire (CSRS), Abidjan, Cote d'Ivoire","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000191_RSRC,DS_cd1a65bcca,<br>,N/A,Mouhamadou Chouaïbou,"Immature stages of Anopheles gambiae s.l. were collected from breeding sites at the outskirts of Yamoussoukro, C&#244;te d'Ivoire. Emerging 3-5 day old adult female mosquitoes were tested for susceptibility to deltamethrin 0.05%, malathion 5%, bendiocarb 1% and dichlorodiphenyltrichloroethane (DDT) 4% according to WHO standard procedures. A total of 50  An. gambiae s.l. specimens were drawn at random for DNA extraction and identification down to the species level. A subsample of 30 mosquitoes was tested for the East-African kdr mutation using a Taqman assay. (MapVEu VBP0000191)",population_biology, ,N/A,,,,
Pooled male and female 30 days old,8/20/2015,Qiang Wang,1gene,"VEuPathDB rel. 68, 2024-MAY-07",68,RNASeq,asinChina_SRP062654_ebi_rnaSeq_RSRC,DS_cd46db2ec9,<i>Anopheles sinensis</i> China<br>,N/A,"Wang Hua 2015, unpublished","Pooled male and female 30 days old, resistant vs susceptible (one biological replicate).",transcript_expression,VectorBase,N/A,,,,
<i>Anopheles epiroticus</i> Epiroticus2 Genome Sequence and Annotation,AepiE1,Daniel E. Neafsey,"Harvard University & BROAD Institute, Cambridge, MA, USA","VEuPathDB rel. 49, 2020-NOV-05",47,Genomes,aepiEpiroticus2_primary_genome_RSRC,DS_cd51b71ec2,<i>Anopheles epiroticus</i> Epiroticus2<br>,25554792,Daniel E. Neafsey,Genome Sequence and Annotation for <i>Anopheles epiroticus</i> Epiroticus2,genome,VectorBase,12322,,,,
Experimental evolution of fluconazole resistance in Candida auris,12/16/2020,Guanghua Huang,"State Key Laboratory of Mycology, Institute of Microbiology, Chinese Academy of Sciences","VEuPathDB rel. 56, 2022-FEB-15",56,RNASeq,caurB8441_Cauris_BIng_2020_ebi_rnaSeq_RSRC,DS_cd56220e4b,<i>Candida auris</i> strain B8441<br>,33077664,Bing et al. 2020,Transcriptomic profiles of drug resistant and sensitive strains of <i>Candida auris</i>,transcript_expression,FungiDB,N/A,,,,
<i>Magnaporthiopsis poae</i> ATCC 64411 Genome Sequence and Annotation,6/17/2015,Li-Jun Ma,"Department of Biochemistry and Molecular Biology, University of Massachusetts Amherst","VEuPathDB rel. 59, 2022-AUG-30",59,Genomes,mpoaATCC64411_primary_genome_RSRC,DS_cd741aae10,<i>Magnaporthiopsis poae</i> ATCC 64411<br>,N/A,Li-Jun Ma,Genome Sequence and Annotation of <i>Magnaporthiopsis poae</i> ATCC 64411,genome,FungiDB,12363,,,,
Schizont Total and Phosphoproteomes (Ankara),7/31/2014,Kerry Woods,"University of Bern, Bern, Switzerland","VEuPathDB rel. 27, 2016-FEB-20",27,Protein expression,tannAnkara_massSpec_wiens_schizont_phosphoproteins_RSRC,DS_cd7b17d580,<i>Theileria annulata</i> strain Ankara<br>,25077614,Wiens et al.,"Total and phosphoproteomes of <i>T. annulata</i> Ankara schizonts that were 
         purified from the schizont-infected TaC12 cells blocked in S-phase and mitosis.",protein_expression,PiroplasmaDB,N/A,,,,
UTRs based on DAFT- and UTR-Seq (3D7 2020),6/8/2020,Manuel Llinas,Pennsylvania State University,"VEuPathDB rel. 52, 2021-MAY-20",52,"Sequence sites, features and motifs",pfal3D7_3D7-UTRs-DAFT_GFF_RSRC,DS_cd7d0ef5f3,<i>Plasmodium falciparum</i> 3D7<br>,32513207,Manuel Llinas,GFF files showing UTRs for 3D7 strain determined by DAFT and 5UTR-Seq RNA sequencing techniques.,feature, ,N/A,,,,
<i>Hamiltosporidium magnivora</i> IL-BN-2 Genome Sequence and Annotation,3/5/2019,Dieter Ebert,"Zoological Institute, Basel University, 4051 Basel, Switzerland","VEuPathDB rel. 60, 2022-NOV-09",60,Genomes,hmagILBN2_primary_genome_RSRC,DS_cd8677dfb9,<i>Hamiltosporidium magnivora</i> IL-BN-2<br>,31825473,Dieter Ebert,Genome Sequence and Annotation of <i>Hamiltosporidium magnivora</i> IL-BN-2,genome,MicrosporidiaDB,4180,,,,
<i>Fusarium graminearum</i> PH-1 Genome Sequence and Annotation,1/25/2017,Kim Hammond-Kosack,"Department of Plant Biology and Crop Science, Rothamsted Research","VEuPathDB rel. 60, 2022-NOV-09",19,Genomes,fgraPH-1_primary_genome_RSRC,DS_cd90ec7602,<i>Fusarium graminearum</i> PH-1<br>,"26198851, 28082505",Kim Hammond-Kosack,Genome sequence and annotation for <i>Fusarium graminearum</i> (<i>Gibberella zeae</i>) PH-1.,genome,FungiDB,14145,,,,
"Mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2014",2/27/2019,Angela Caranci,Northwest Mosquito and Vector Control District,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000399_RSRC,DS_cd9c9d8889,<br>,N/A,Angela Caranci,"Mosquito surveillance, Northwest Mosquito and Vector Control District, in California, USA, 2014. (MapVEu VBP0000399)",population_biology, ,N/A,,,,
<i>Giardia Assemblage B</i> isolate GS Calgary Genome Sequence,3/23/2020,James D Wasmuth,University of Calgary,"VEuPathDB rel. 62, 2023-MAR-09",62,Genomes,gassBGSCalgary_primary_genome_RSRC,DS_cdacc7f1ce,<i>Giardia Assemblage</i> B isolate GS Calgary<br>,32111234,James D Wasmuth,Genome Sequence of <i>Giardia Assemblage</i> B isolate GS Calgary,genome,GiardiaDB,N/A,,,,
Whole-genome resequencing of 12 female and 12 male Anopheles gambiae G3 strain laboratory colony individuals,3/22/2018,Tony Nolan,Imperial College London,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000227_RSRC,DS_cdeb545ea3,<br>,28976972,Tony Nolan,Males and females from the Crisanti lab's Anopheles gambiae G3 laboratory colony were subjected to individual genome resequencing. (MapVEu VBP0000227),population_biology, ,N/A,,,,
Proteome of ApiAP2 double vs single knockout,4/6/2021,Oliver Billker,Umeå University,"VEuPathDB rel. 52, 2021-MAY-20",52,Protein expression,pberANKA_quantitativeMassSpec_Modrzynska_KO_Mutants_RSRC,DS_ce0f0c5ca3,<i>Plasmodium berghei</i> ANKA<br>,28081440,Modrzynska et al,Proteome deregulation in the purified schizonts of ap2-g/ap2-g2 double knockout compared to the parental ap2-g mutant clone.,protein_expression,PlasmoDB,N/A,,,,
Assemblage A intestine foci transcriptome (gassAWB2019 aligned),4/23/2017,Scott Dawson,"Department of Microbioogy, UC Davis","VEuPathDB rel. 61, 2022-DEC-15",61,RNASeq,gassAWB2019_Pham_Intestine_Foci_ebi_rnaSeq_RSRC,DS_ce3ac44063,<i>Giardia Assemblage</i> A isolate WB 2019<br>,28620589,Pham et al.,Transcriptome from Giardia foci in murine intestine,transcript_expression,GiardiaDB,N/A,,,,
<i>Aspergillus thermomutatus</i> strain HMR AF 39 Genome Sequence and Annotation,9/12/2018,Simon F. Dufresne,"Département de maladies infectieuses et microbiologie médicale, Hôpital Maisonneuve-Rosemont, Montréal, Canada","VEuPathDB rel. 51, 2021-MAR-16",51,Genomes,atheHMRAF39_primary_genome_RSRC,DS_ce4c296905,<i>Aspergillus thermomutatus</i> strain HMR AF 39<br>,30637395,Simon F. Dufresne,Genome Sequence and Annotation for <i>Aspergillus thermomutatus</i> strain HMR AF 39,genome,FungiDB,9702,,,,
"Mosquito surveillance in Marion County, Indiana, USA. 2011",10/12/2018,Sinsko Matthew,Marion County Health Deparment,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000333_RSRC,DS_ce4f488e7b,<br>,N/A,Sinsko Matthew,Mosquito surveillance from the Marion County Health Deparment surveillance program to survey mosquito populations. (MapVEu VBP0000333),population_biology, ,N/A,,,,
Aligned genomic sequence reads - Indian Isolates,7/22/2011,Neeloo Singh,CSIR-Central Drug Research Institute,"VEuPathDB rel. 25, 2015-JUL-23",25,Genetic variation,ldonBPK282A1_HTS_SNP_Indian_SOLiD_Isolates_RSRC,DS_ce6b5bc42d,<i>Leishmania donovani</i> BPK282A1<br>,23418454,Neeloo Singh,"Whole genome resequencing data from <i>Leishmania donovani</i> isolates BHU-1095, 39 and 2001, which are known to cause visceral leishmaniasis were used to call SNPs 
      and determine CNV at the gene and chromosome level.",isolates,TriTrypDB,N/A,,,,
Comparative analysis of transcriptome of Penicillium marneffei PM1 grown at 25°C and 37°C,9/12/2013,James J. Cai,"Department of Veterinary Integrative Biosciences, College of Veterinary Medicine and Biomedical Sciences, Texas A&M University","VEuPathDB rel. 64, 2023-JUL-12",64,RNASeq,tmarATCC18224_Yang_Pmarfei_2013_ebi_rnaSeq_RSRC,DS_ce75c9fc99,<i>Talaromyces marneffei</i> ATCC 18224<br>,"23851338, 25330172",Yang et al. 2013,Transcriptomics analysis of temperature-dependent genetic regulation in <i>Penicillium marneffei</i>.,transcript_expression,FungiDB,N/A,,,,
Cosmid Ends and Cloned Insert Ends,5/4/2011,Laura J. Knoll,"Medical Microbiology and Immunology, Unviersity of Wisconsin-Madison","EuPathDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",tgonME49_Lorenzi_CosmidEnds_clonedInsertEnds_RSRC,DS_ce9ddec9f5,<i>Toxoplasma gondii</i> ME49<br>,N/A,Laura J. Knoll,"Sequence from cosmid ends was mapped against <i>T. gondii</i> ME49, VEG and GT1 scaffolds.</b><br> 
       The ME49 cosmid library was constructed in the laboratory of Laura Knoll by Amanda Foltz using the 
       vector ToxoSuperCos derived from the Stratagene vector SuperCos. Information about ToxoSuperCos 
       can be extracted from this <a href=\http://toxomap.wustl.edu/cosmid.html\"">link</a>.  ",,,,,,,
"       The ends were sequenced at JCVI and provided by Hernan Lorenzi.""",aligned_sequence,ToxoDB,N/A,,,,,,,,,,,,,,,,
Insecticide resistance in Anopheles arabiensis populations from Dakar and its suburbs: role of target site and metabolic resistance mechanisms,6/20/2018,Abdoulaye Dia,"Laboratoire d’Ecologie Vectorielle et Parasitaire, Université Cheikh Anta Diop, Dakar, Senegal","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000274_RSRC,DS_cea1b9be34,<br>,29544491,Abdoulaye Dia,This study reports the situation of insecticide resistance and underlying mechanisms in Anopheles arabiensis populations from Dakar and its suburbs. (MapVEu VBP0000274),population_biology, ,N/A,,,,
"Characterization of resistance profile (intensity and mechanisms) of Anopheles gambiae in three communes of northern Benin, West Africa",8/23/2021,Casimir D Kpanou,"Centre de Recherche entomologique de Cotonou (CREC), Cotonou, Bénin. Faculté des Sciences et Techniques de l'Université d'Abomey-Calavi, Abomey-Calavi, Bénin.","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000772_RSRC,DS_cea89d727d,<br>,34315480,Casimir D Kpanou,This study aimed to determine the intensity of vector resistance to insecticides in three regions of Benin with different agro-ecological characteristics. (MapVEu VBP0000772),population_biology, ,N/A,,,,
<i>Byssoonygena ceratinophila</i> isolate UAMH 5669 Genome Sequence,11/3/2015,Emily Whiston,"University of California, Berkeley","VEuPathDB rel. 51, 2021-MAR-16",45,Genomes,bcerUAMH5669_primary_genome_RSRC,DS_ceab3a6f00,<i>Byssoonygena ceratinophila</i> isolate UAMH 5669<br>,26613950,Emily Whiston,Genome sequence for <i>Byssoonygena ceratinophila</i> UAMH 5669.,genome,FungiDB,N/A,,,,
"Species Composition, Phenotypic and Genotypic Resistance Levels in Major Malaria Vectors in Teso North and Teso South Subcounties in Busia County, Western Kenya",10/15/2020,Edward K Githinji,"Eastern and Southern Africa Centre for International Parasite Control (ESACIPAC) KEMRI, P.O. Box 54840-00200, Nairobi, Kenya","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000691_RSRC,DS_ceb246e459,<br>,32411419,Edward K Githinji,"The study is aimed at determining species composition, levels of insecticide resistance, and knockdown patterns in Anopheles gambiae sensu lato in areas with and areas without insecticide resistance in Teso North and Teso South subcounties, Western Kenya. (MapVEu VBP0000691)",population_biology, ,N/A,,,,
Anopheles albimanus STECLA transcripts from build 54 models,bld54,Daniel E. Neafsey,"Harvard University & BROAD Institute, Cambridge, MA, USA","EuPathDB rel. 1.0, 01-JAN-05",0,"Sequence sites, features and motifs",aalbSTECLA_bld54Transcripts_transcript_sequences_RSRC,DS_ceec594bc8,<i>Anopheles albimanus</i> STECLA<br>,N/A,Daniel E. Neafsey,Transcripts for Anopheles albimanus STECLA build 54 models,aligned_sequence,VectorBase,N/A,,,,
Mosquito or cultured sporozoites and blood stage transcriptome (NF54),2013-12-02_gus4,Stephen L. Hoffman,Sanaria Inc,"VEuPathDB rel. 23, 2015-JAN-14",23,RNASeq,pfal3D7_Cultured_Sporozoites_Transcriptome_ebi_rnaSeq_RSRC,DS_cf291e2adb,<i>Plasmodium falciparum</i> 3D7<br>,N/A,Hoffmann et al.,"Transcriptomes of <i>Plasmodium falciparum</i> NF54 developmental stages: sporozoites from mosquito saliva, 
     sporozoites from axenic culture and asexual blood stage.",transcript_expression,PlasmoDB,N/A,,,,
Examination of the genetic basis for sexual dimorphism in the Aedes aegypti (dengue vector mosquito) pupal brain,12/9/2014,Molly Duman-Scheel,"Eck Institute for Global Health, University of Notre Dame","VEuPathDB rel. 47, 2020-APR-07",47,DNA Microarray Assay,aaegLVP_AGWG_microarrayExpression_GSE56521_pupal_heads_RSRC,DS_cf4480c871,<i>Aedes aegypti</i> LVP_AGWG<br>,25729562,Tomchaney et al.,"RNA from heads of male and female pupae (24 hr). Transcripts linked to proteolysis, proteasome, metabolism, catabolic, and biosynthetic processes, ion transport, cell growth, and proliferation were differentially expressed in female vs male heads.",transcript_expression,VectorBase,N/A,,,,
<i>[Candida] auris</i> B11220 Genome Sequence and Annotation,9/10/2019,Christina Cuomo,"The Broad Institute of Harvard and MIT, USA","VEuPathDB rel. 51, 2021-MAR-16",51,Genomes,caurB11220_primary_genome_RSRC,DS_cf5299d826,<i>Candida auris</i> strain B11220<br>,"27988485, 30559369",Christina Cuomo,Genome Sequence and Annotation for <i>Candida auris</i> B11220,genome,FungiDB,5494,,,,
Aligned genomic sequence reads - strains Cl3 and JRc14,3/15/2011,Wes Warren,McDonnell Genome Institute at Washington University School of Medicine,"EuPathDB rel. 1.0, 01-JAN-05",0,Genetic variation,tcruCLBrener_HTS_SNP_WhitePaperNGS_RSRC,DS_cf5baf39bd,<i>Trypanosoma cruzi</i> strain CL Brener<br>,N/A,Wes Warren,High throughput sequencing SNP calls for strains Cl3 and JRc14 aligned to the <i>T. cruzi</i> CL Brener reference,isolates,TriTrypDB,N/A,,,,
Long-term Schistosoma mansoni infection,4/14/2017,Coen Adema,CETI Biology UNM,"VEuPathDB rel. 68, 2024-MAY-07",68,RNASeq,bglaXG47_SRP058825_ebi_rnaSeq_RSRC,DS_cf5f2a3968,<i>Biomphalaria glabrata</i> XG47<br>,N/A,"Adema et al 2011, unpublished","Snails developing schistosome parasite during long term (3,5,8 week) infection (one biological sample).",transcript_expression,VectorBase,N/A,,,,
<i>Giardia muris</i> strain Roberts-Thomson Genome Sequence and Annotation,6/11/2019,Staffan Svärd,Uppsala University,"VEuPathDB rel. 51, 2021-MAR-16",45,Genomes,gmurRobertsThomson_primary_genome_RSRC,DS_cf6ec570dd,<i>Giardia muris</i> strain Roberts-Thomson<br>,N/A,Staffan Svärd,Genome Sequence and Annotation for <i>Giardia muris</i> strain Roberts-Thomson,genome,GiardiaDB,5237,,,,
<i>Babesia duncani</i> strain WA1 Genome Sequence,8/8/2022,Guiquan Guan,"Lanzhou Veterinary Research Institute, Chinese Academy of Agricultural Science, Lanzhou, 730046 Gansu China","VEuPathDB rel. 62, 2023-MAR-09",62,Genomes,bdunW1_primary_genome_RSRC,DS_cf82d00c7f,<i>Babesia duncani</i> strain WA1<br>,35790982,Guiquan Guan,Genome Sequence of <i>Babesia duncani</i> strain WA1,genome,PiroplasmaDB,N/A,,,,
<i>Macrophomina phaseolina</i> MS6 Genome Sequence and Annotation,10/3/2012,Maqsudul Alam,"Basic and Applied Research on Jute Project, Bangladesh Jute Research Institute, Manik Mia Avenue, Dhaka 1207, Bangladesh","VEuPathDB rel. 60, 2022-NOV-09",60,Genomes,mphaMS6_primary_genome_RSRC,DS_cf8a8363a6,<i>Macrophomina phaseolina</i> MS6<br>,22992219,Maqsudul Alam,Genome Sequence and Annotation of <i>Macrophomina phaseolina</i> MS6,genome,FungiDB,14712,,,,
A preliminary analysis on the effect of copper on Anopheles coluzzii insecticide resistance in vegetable farms in Benin,10/15/2020,Armand D Talom,"University of Dschang, Vector Borne Diseases Laboratory (VBID), Po Box 067, Dschang, Cameroon","VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000698_RSRC,DS_cf989918ad,<br>,32286370,Armand D Talom,"Bioassays were conducted on mosquitoes from vegetable farms in southern Benin, while breeding water was screened for heavy metal and pesticide residue contamination. (MapVEu VBP0000698)",population_biology, ,N/A,,,,
"Mosquito surveillance in City of Suffolk, Virginia, USA. 23434, 2016",9/5/2019,Karen Akaratovic,City of Suffolk Mosquito Control,"VEuPathDB rel. 47, 2020-APR-07",47,N/A,ISATab_VBP0000547_RSRC,DS_cfa3f49f1e,<br>,N/A,Karen Akaratovic,Mosquito surveillance from City of Suffolk Mosquito Control 2016. (MapVEu VBP0000547),population_biology, ,N/A,,,,
